Variable,Value
snp1,chr22:47646303
snp2,chr22:47653293
snp3,chr22:47842609
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2986
interaction_effect_size,0.0644
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,47160113
searchrange_chr22_end,48020961
freq_snp1,0.2008
freq_snp2,0.1620
freq_S,0.0000
freq_K1,0.2008
freq_K2,0.1620
freq_O,0.6372
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.8915
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.8915
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47648226, 47648389, 47648870]"
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.9462
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.8915
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47648226, 47648389, 47648870]"
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.9462
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.8915
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47648226, 47648389, 47648870]"
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.9462
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.8915
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47648226, 47648389, 47648870]"
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.0862
