Variable,Value
snp1,chr22:44815651
snp2,chr22:44875432
snp3,chr22:44906220
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2957
interaction_effect_size,0.0595
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44602665
searchrange_chr22_end,45128854
freq_snp1,0.1650
freq_snp2,0.0298
freq_S,0.0050
freq_K1,0.1600
freq_K2,0.0249
freq_O,0.8101
test1a_b_clade_min_p0.5,0.1762
test1a_r2_clade_min_p0.5,0.0010
test1a_b_mut_min_p0.5,0.2217
test1a_r2_mut_min_p0.5,0.0015
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44906220]
test1a_b_clade_min_p0.8,0.2056
test1a_r2_clade_min_p0.8,0.0010
test1a_b_mut_min_p0.8,0.2588
test1a_r2_mut_min_p0.8,0.0015
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44906220]
test1a_b_clade_min_p0.9,0.2210
test1a_r2_clade_min_p0.9,0.0010
test1a_b_mut_min_p0.9,0.2782
test1a_r2_mut_min_p0.9,0.0015
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44906220]
test1a_b_clade_min_p0.95,0.2338
test1a_r2_clade_min_p0.95,0.0010
test1a_b_mut_min_p0.95,0.2942
test1a_r2_mut_min_p0.95,0.0015
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44906220]
test1b_b_min,0.0092
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.1093
