Variable,Value
snp1,chr22:23012287
snp2,chr22:23030715
snp3,chr22:23027293
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.4029
interaction_effect_size,0.1020
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,22724566
searchrange_chr22_end,23279552
freq_snp1,0.1789
freq_snp2,0.0119
freq_S,0.0070
freq_K1,0.1720
freq_K2,0.0050
freq_O,0.8161
test1a_b_clade_min_p0.5,0.2069
test1a_r2_clade_min_p0.5,0.0222
test1a_b_mut_min_p0.5,0.2446
test1a_r2_mut_min_p0.5,0.0311
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[23023875, 23017171, 23042554, 22999228, 23004958]"
test1a_b_clade_min_p0.8,0.2419
test1a_r2_clade_min_p0.8,0.0222
test1a_b_mut_min_p0.8,0.2860
test1a_r2_mut_min_p0.8,0.0311
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[23023875, 23017171, 23042554, 22999228, 23004958]"
test1a_b_clade_min_p0.9,0.2603
test1a_r2_clade_min_p0.9,0.0222
test1a_b_mut_min_p0.9,0.3076
test1a_r2_mut_min_p0.9,0.0311
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[23023875, 23017171, 23042554, 22999228, 23004958]"
test1a_b_clade_min_p0.95,0.2754
test1a_r2_clade_min_p0.95,0.0222
test1a_b_mut_min_p0.95,0.3255
test1a_r2_mut_min_p0.95,0.0311
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[23023875, 23017171, 23042554, 22999228, 23004958]"
test1b_b_min,0.0595
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.1393
