Variable,Value
snp1,chr22:48710229
snp2,chr22:48746153
snp3,chr22:48838590
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5570
interaction_effect_size,0.0731
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,48482179
searchrange_chr22_end,48977287
freq_snp1,0.0089
freq_snp2,0.2873
freq_S,0.0050
freq_K1,0.0040
freq_K2,0.2823
freq_O,0.7087
test1a_b_clade_min_p0.5,0.2395
test1a_r2_clade_min_p0.5,0.0020
test1a_b_mut_min_p0.5,0.3094
test1a_r2_mut_min_p0.5,0.0012
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[48839147]
test1a_b_clade_min_p0.8,0.2794
test1a_r2_clade_min_p0.8,0.0020
test1a_b_mut_min_p0.8,0.3611
test1a_r2_mut_min_p0.8,0.0012
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[48839147]
test1a_b_clade_min_p0.9,0.3003
test1a_r2_clade_min_p0.9,0.0020
test1a_b_mut_min_p0.9,0.3880
test1a_r2_mut_min_p0.9,0.0012
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[48839147]
test1a_b_clade_min_p0.95,0.3175
test1a_r2_clade_min_p0.95,0.0020
test1a_b_mut_min_p0.95,0.4103
test1a_r2_mut_min_p0.95,0.0012
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[48839147]
test1b_b_min,0.0243
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.5462
