Variable,Value
snp1,chr22:32906622
snp2,chr22:33049564
snp3,chr22:33103417
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4343
interaction_effect_size,0.0660
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32326212
searchrange_chr22_end,33693935
freq_snp1,0.1551
freq_snp2,0.0388
freq_S,0.0089
freq_K1,0.1461
freq_K2,0.0298
freq_O,0.8151
test1a_b_clade_min_p0.5,0.3145
test1a_r2_clade_min_p0.5,0.3313
test1a_b_mut_min_p0.5,0.3145
test1a_r2_mut_min_p0.5,0.3313
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[32906592]
test1a_b_clade_min_p0.8,0.3683
test1a_r2_clade_min_p0.8,0.3313
test1a_b_mut_min_p0.8,0.3683
test1a_r2_mut_min_p0.8,0.3313
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[32906592]
test1a_b_clade_min_p0.9,0.3964
test1a_r2_clade_min_p0.9,0.3313
test1a_b_mut_min_p0.9,0.3964
test1a_r2_mut_min_p0.9,0.3313
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[32906592]
test1a_b_clade_min_p0.95,0.4196
test1a_r2_clade_min_p0.95,0.3313
test1a_b_mut_min_p0.95,0.4196
test1a_r2_mut_min_p0.95,0.3313
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[32906592]
test1b_b_min,0.0328
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8536
