Variable,Value
snp1,chr22:17388472
snp2,chr22:17404695
snp3,chr22:17468191
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9132
interaction_effect_size,0.0641
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16716744
searchrange_chr22_end,17695020
freq_snp1,0.0219
freq_snp2,0.1044
freq_S,0.0000
freq_K1,0.0219
freq_K2,0.1044
freq_O,0.8738
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.8427
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.6068
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17401020]
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.9148
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.6068
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17401020]
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.9148
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.6068
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17401020]
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.9148
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.6068
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17401020]
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,inf
