Variable,Value
snp1,chr22:40902520
snp2,chr22:41081195
snp3,chr22:41101179
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5354
interaction_effect_size,0.0675
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39760925
searchrange_chr22_end,43466982
freq_snp1,0.0527
freq_snp2,0.0984
freq_S,0.0149
freq_K1,0.0378
freq_K2,0.0835
freq_O,0.8638
test1a_b_clade_min_p0.5,0.1900
test1a_r2_clade_min_p0.5,0.0006
test1a_b_mut_min_p0.5,0.2043
test1a_r2_mut_min_p0.5,0.0005
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40988608]
test1a_b_clade_min_p0.8,0.2232
test1a_r2_clade_min_p0.8,0.0006
test1a_b_mut_min_p0.8,0.2400
test1a_r2_mut_min_p0.8,0.0005
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40988608]
test1a_b_clade_min_p0.9,0.2406
test1a_r2_clade_min_p0.9,0.0006
test1a_b_mut_min_p0.9,0.2587
test1a_r2_mut_min_p0.9,0.0005
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40988608]
test1a_b_clade_min_p0.95,0.2549
test1a_r2_clade_min_p0.95,0.0006
test1a_b_mut_min_p0.95,0.2741
test1a_r2_mut_min_p0.95,0.0005
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40988608]
test1b_b_min,0.0286
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5374
