Variable,Value
snp1,chr22:40742069
snp2,chr22:41098832
snp3,chr22:40933293
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9467
interaction_effect_size,0.0668
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39759249
searchrange_chr22_end,43469051
freq_snp1,0.0298
freq_snp2,0.3042
freq_S,0.0119
freq_K1,0.0179
freq_K2,0.2922
freq_O,0.6779
test1a_b_clade_min_p0.5,0.2487
test1a_r2_clade_min_p0.5,0.0099
test1a_b_mut_min_p0.5,0.2618
test1a_r2_mut_min_p0.5,0.0147
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40770899]
test1a_b_clade_min_p0.8,0.2920
test1a_r2_clade_min_p0.8,0.0099
test1a_b_mut_min_p0.8,0.3073
test1a_r2_mut_min_p0.8,0.0147
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40770899]
test1a_b_clade_min_p0.9,0.3146
test1a_r2_clade_min_p0.9,0.0099
test1a_b_mut_min_p0.9,0.3311
test1a_r2_mut_min_p0.9,0.0147
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40770899]
test1a_b_clade_min_p0.95,0.3332
test1a_r2_clade_min_p0.95,0.0099
test1a_b_mut_min_p0.95,0.3507
test1a_r2_mut_min_p0.95,0.0147
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40770899]
test1b_b_min,0.0053
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9077
