Variable,Value
snp1,chr22:43332280
snp2,chr22:43438617
snp3,chr22:43529193
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7004
interaction_effect_size,0.0633
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40731213
searchrange_chr22_end,43879251
freq_snp1,0.6103
freq_snp2,0.0388
freq_S,0.0129
freq_K1,0.5974
freq_K2,0.0258
freq_O,0.3638
test1a_b_clade_min_p0.5,0.3139
test1a_r2_clade_min_p0.5,0.0074
test1a_b_mut_min_p0.5,0.3511
test1a_r2_mut_min_p0.5,0.0059
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[43249515, 43200156]"
test1a_b_clade_min_p0.8,0.3672
test1a_r2_clade_min_p0.8,0.0074
test1a_b_mut_min_p0.8,0.4107
test1a_r2_mut_min_p0.8,0.0059
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[43249515, 43200156]"
test1a_b_clade_min_p0.9,0.3950
test1a_r2_clade_min_p0.9,0.0074
test1a_b_mut_min_p0.9,0.4419
test1a_r2_mut_min_p0.9,0.0059
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[43249515, 43200156]"
test1a_b_clade_min_p0.95,0.4180
test1a_r2_clade_min_p0.95,0.0074
test1a_b_mut_min_p0.95,0.4676
test1a_r2_mut_min_p0.95,0.0059
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[43249515, 43200156]"
test1b_b_min,0.0470
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8590
