Variable,Value
snp1,chr22:31083137
snp2,chr22:31255779
snp3,chr22:31239326
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.3810
interaction_effect_size,0.0719
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29556313
searchrange_chr22_end,32725859
freq_snp1,0.2256
freq_snp2,0.3996
freq_S,0.0268
freq_K1,0.1988
freq_K2,0.3728
freq_O,0.4016
test1a_b_clade_min_p0.5,0.2667
test1a_r2_clade_min_p0.5,0.0027
test1a_b_mut_min_p0.5,0.2969
test1a_r2_mut_min_p0.5,0.0002
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[31098436]
test1a_b_clade_min_p0.8,0.3133
test1a_r2_clade_min_p0.8,0.0027
test1a_b_mut_min_p0.8,0.3489
test1a_r2_mut_min_p0.8,0.0002
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[31098436]
test1a_b_clade_min_p0.9,0.3377
test1a_r2_clade_min_p0.9,0.0027
test1a_b_mut_min_p0.9,0.3760
test1a_r2_mut_min_p0.9,0.0002
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[31098436]
test1a_b_clade_min_p0.95,0.3579
test1a_r2_clade_min_p0.95,0.0027
test1a_b_mut_min_p0.95,0.3985
test1a_r2_mut_min_p0.95,0.0002
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[31098436]
test1b_b_min,0.0873
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6334
