Variable,Value
snp1,chr22:44215859
snp2,chr22:44363421
snp3,chr22:44414908
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7334
interaction_effect_size,0.0666
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,43537367
searchrange_chr22_end,44563309
freq_snp1,0.0179
freq_snp2,0.0388
freq_S,0.0020
freq_K1,0.0159
freq_K2,0.0368
freq_O,0.9453
test1a_b_clade_min_p0.5,0.1716
test1a_r2_clade_min_p0.5,1.0000
test1a_b_mut_min_p0.5,0.1716
test1a_r2_mut_min_p0.5,1.0000
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44414908]
test1a_b_clade_min_p0.8,0.2004
test1a_r2_clade_min_p0.8,1.0000
test1a_b_mut_min_p0.8,0.2004
test1a_r2_mut_min_p0.8,1.0000
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44414908]
test1a_b_clade_min_p0.9,0.2155
test1a_r2_clade_min_p0.9,1.0000
test1a_b_mut_min_p0.9,0.2155
test1a_r2_mut_min_p0.9,1.0000
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44414908]
test1a_b_clade_min_p0.95,0.2279
test1a_r2_clade_min_p0.95,1.0000
test1a_b_mut_min_p0.95,0.2279
test1a_r2_mut_min_p0.95,1.0000
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44414908]
test1b_b_min,0.0247
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9893
