Variable,Value
snp1,chr22:30726784
snp2,chr22:30987701
snp3,chr22:30925954
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0254
interaction_effect_size,0.0767
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28740166
searchrange_chr22_end,32663262
freq_snp1,0.0179
freq_snp2,0.0855
freq_S,0.0089
freq_K1,0.0089
freq_K2,0.0765
freq_O,0.9056
test1a_b_clade_min_p0.5,0.2545
test1a_r2_clade_min_p0.5,0.7762
test1a_b_mut_min_p0.5,0.2750
test1a_r2_mut_min_p0.5,0.6647
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[30540351]
test1a_b_clade_min_p0.8,0.2982
test1a_r2_clade_min_p0.8,0.7762
test1a_b_mut_min_p0.8,0.3223
test1a_r2_mut_min_p0.8,0.6647
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[30540351]
test1a_b_clade_min_p0.9,0.3211
test1a_r2_clade_min_p0.9,0.7762
test1a_b_mut_min_p0.9,0.3470
test1a_r2_mut_min_p0.9,0.6647
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[30540351]
test1a_b_clade_min_p0.95,0.3400
test1a_r2_clade_min_p0.95,0.7762
test1a_b_mut_min_p0.95,0.3674
test1a_r2_mut_min_p0.95,0.6647
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[30540351]
test1b_b_min,0.0067
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6959
