Variable,Value
snp1,chr22:37855771
snp2,chr22:37991147
snp3,chr22:38012056
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9674
interaction_effect_size,0.0545
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37561664
searchrange_chr22_end,39304966
freq_snp1,0.0785
freq_snp2,0.0169
freq_S,0.0030
freq_K1,0.0755
freq_K2,0.0139
freq_O,0.9076
test1a_b_clade_min_p0.5,0.1736
test1a_r2_clade_min_p0.5,1.0000
test1a_b_mut_min_p0.5,0.2127
test1a_r2_mut_min_p0.5,0.6660
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38101525]
test1a_b_clade_min_p0.8,0.2033
test1a_r2_clade_min_p0.8,1.0000
test1a_b_mut_min_p0.8,0.2491
test1a_r2_mut_min_p0.8,0.6660
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38101525]
test1a_b_clade_min_p0.9,0.2189
test1a_r2_clade_min_p0.9,1.0000
test1a_b_mut_min_p0.9,0.2682
test1a_r2_mut_min_p0.9,0.6660
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38101525]
test1a_b_clade_min_p0.95,0.2317
test1a_r2_clade_min_p0.95,1.0000
test1a_b_mut_min_p0.95,0.2839
test1a_r2_mut_min_p0.95,0.6660
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38101525]
test1b_b_min,0.0018
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9922
