Variable,Value
snp1,chr22:18643981
snp2,chr22:18969048
snp3,chr22:18840521
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1737
interaction_effect_size,0.0599
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18277237
searchrange_chr22_end,19642347
freq_snp1,0.0000
freq_snp2,0.0358
freq_S,0.0000
freq_K1,0.0000
freq_K2,0.0358
freq_O,0.9642
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.9425
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.2498
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[18985570]
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.9425
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.2498
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[18985570]
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.9425
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.2498
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[18985570]
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.9425
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.2498
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[18985570]
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,1362730
test2_total_span_lt_effectsize,1362730
test2_overall_min_b,0.0000
