Variable,Value
snp1,chr22:29808798
snp2,chr22:30089108
snp3,chr22:29927352
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.1083
interaction_effect_size,0.0675
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28181831
searchrange_chr22_end,31846303
freq_snp1,0.0567
freq_snp2,0.0825
freq_S,0.0109
freq_K1,0.0457
freq_K2,0.0716
freq_O,0.8718
test1a_b_clade_min_p0.5,0.2417
test1a_r2_clade_min_p0.5,0.0005
test1a_b_mut_min_p0.5,0.2417
test1a_r2_mut_min_p0.5,0.0005
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[29987840, 29997825, 30102530, 29998596, 29913349, 30039301, 30708743, 29903625, 29933197, 30028818, 29956755, 30803220, 30019733, 29993367, 30004892, 29883550, 29974816, 30054439, 30038952, 30070824, 30070695, 30121644, 30012463, 30030511, 29955249, 29988407, 29927352, 29911991, 29945914, 30166455, 30817341, 30679749, 29962054, 29987015, 29904841, 29918282, 29959369, 29953100, 30034384, 29977041, 30801875, 30850390, 30479831, 29922649, 29903836, 29949916, 30099806, 29944799, 29915489, 29925990, 29944294, 29943527, 30016872, 30025329, 30069235, 30000629, 29928952, 30698235]"
test1a_b_clade_min_p0.8,0.2842
test1a_r2_clade_min_p0.8,0.0005
test1a_b_mut_min_p0.8,0.2842
test1a_r2_mut_min_p0.8,0.0005
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[29987840, 29997825, 30102530, 29998596, 29913349, 30039301, 30708743, 29903625, 29933197, 30028818, 29956755, 30803220, 30019733, 29993367, 30004892, 29883550, 29974816, 30054439, 30038952, 30070824, 30070695, 30121644, 30012463, 30030511, 29955249, 29988407, 29927352, 29911991, 29945914, 30166455, 30817341, 30679749, 29962054, 29987015, 29904841, 29918282, 29959369, 29953100, 30034384, 29977041, 30801875, 30850390, 30479831, 29922649, 29903836, 29949916, 30099806, 29944799, 29915489, 29925990, 29944294, 29943527, 30016872, 30025329, 30069235, 30000629, 29928952, 30698235]"
test1a_b_clade_min_p0.9,0.3064
test1a_r2_clade_min_p0.9,0.0005
test1a_b_mut_min_p0.9,0.3064
test1a_r2_mut_min_p0.9,0.0005
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[29987840, 29997825, 30102530, 29998596, 29913349, 30039301, 30708743, 29903625, 29933197, 30028818, 29956755, 30803220, 30019733, 29993367, 30004892, 29883550, 29974816, 30054439, 30038952, 30070824, 30070695, 30121644, 30012463, 30030511, 29955249, 29988407, 29927352, 29911991, 29945914, 30166455, 30817341, 30679749, 29962054, 29987015, 29904841, 29918282, 29959369, 29953100, 30034384, 29977041, 30801875, 30850390, 30479831, 29922649, 29903836, 29949916, 30099806, 29944799, 29915489, 29925990, 29944294, 29943527, 30016872, 30025329, 30069235, 30000629, 29928952, 30698235]"
test1a_b_clade_min_p0.95,0.3247
test1a_r2_clade_min_p0.95,0.0005
test1a_b_mut_min_p0.95,0.3247
test1a_r2_mut_min_p0.95,0.0005
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[29987840, 29997825, 30102530, 29998596, 29913349, 30039301, 30708743, 29903625, 29933197, 30028818, 29956755, 30803220, 30019733, 29993367, 30004892, 29883550, 29974816, 30054439, 30038952, 30070824, 30070695, 30121644, 30012463, 30030511, 29955249, 29988407, 29927352, 29911991, 29945914, 30166455, 30817341, 30679749, 29962054, 29987015, 29904841, 29918282, 29959369, 29953100, 30034384, 29977041, 30801875, 30850390, 30479831, 29922649, 29903836, 29949916, 30099806, 29944799, 29915489, 29925990, 29944294, 29943527, 30016872, 30025329, 30069235, 30000629, 29928952, 30698235]"
test1b_b_min,0.0666
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6700
