Variable,Value
snp1,chr22:20519905
snp2,chr22:20723564
snp3,chr22:20704147
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4947
interaction_effect_size,0.0600
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,20273184
searchrange_chr22_end,21001878
freq_snp1,0.0000
freq_snp2,0.0239
freq_S,0.0000
freq_K1,0.0000
freq_K2,0.0239
freq_O,0.9761
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.8537
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.2597
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20873090]
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.8537
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.2597
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20873090]
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.8537
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.2597
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20873090]
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.8537
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.2597
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20873090]
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.0795
