Variable,Value
snp1,chr22:50620465
snp2,chr22:50667627
snp3,chr22:50780315
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7067
interaction_effect_size,0.0618
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49922693
searchrange_chr22_end,50818416
freq_snp1,0.4056
freq_snp2,0.3559
freq_S,0.0149
freq_K1,0.3907
freq_K2,0.3410
freq_O,0.2535
test1a_b_clade_min_p0.5,0.1809
test1a_r2_clade_min_p0.5,0.0038
test1a_b_mut_min_p0.5,0.2002
test1a_r2_mut_min_p0.5,0.0031
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[50655670]
test1a_b_clade_min_p0.8,0.2138
test1a_r2_clade_min_p0.8,0.0038
test1a_b_mut_min_p0.8,0.2366
test1a_r2_mut_min_p0.8,0.0031
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[50655670]
test1a_b_clade_min_p0.9,0.2310
test1a_r2_clade_min_p0.9,0.0038
test1a_b_mut_min_p0.9,0.2557
test1a_r2_mut_min_p0.9,0.0031
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[50655670]
test1a_b_clade_min_p0.95,0.2452
test1a_r2_clade_min_p0.95,0.0038
test1a_b_mut_min_p0.95,0.2714
test1a_r2_mut_min_p0.95,0.0031
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[50655670]
test1b_b_min,0.0424
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6330
