Variable,Value
snp1,chr22:38503764
snp2,chr22:38652951
snp3,chr22:38698553
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7019
interaction_effect_size,0.0822
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37760591
searchrange_chr22_end,39316423
freq_snp1,0.7177
freq_snp2,0.0278
freq_S,0.0139
freq_K1,0.7038
freq_K2,0.0139
freq_O,0.2684
test1a_b_clade_min_p0.5,0.2399
test1a_r2_clade_min_p0.5,0.8604
test1a_b_mut_min_p0.5,0.2506
test1a_r2_mut_min_p0.5,0.7886
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[38534274, 38533669]"
test1a_b_clade_min_p0.8,0.2808
test1a_r2_clade_min_p0.8,0.8604
test1a_b_mut_min_p0.8,0.2933
test1a_r2_mut_min_p0.8,0.7886
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[38534274, 38533669]"
test1a_b_clade_min_p0.9,0.3022
test1a_r2_clade_min_p0.9,0.8604
test1a_b_mut_min_p0.9,0.3157
test1a_r2_mut_min_p0.9,0.7886
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[38534274, 38533669]"
test1a_b_clade_min_p0.95,0.3199
test1a_r2_clade_min_p0.95,0.8604
test1a_b_mut_min_p0.95,0.3341
test1a_r2_mut_min_p0.95,0.7886
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[38534274, 38533669]"
test1b_b_min,0.0374
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8664
