Variable,Value
snp1,chr22:46836557
snp2,chr22:46904632
snp3,chr22:46914511
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9742
interaction_effect_size,0.0665
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46385642
searchrange_chr22_end,47446989
freq_snp1,0.0169
freq_snp2,0.3817
freq_S,0.0109
freq_K1,0.0060
freq_K2,0.3708
freq_O,0.6123
test1a_b_clade_min_p0.5,0.2888
test1a_r2_clade_min_p0.5,0.0001
test1a_b_mut_min_p0.5,0.3184
test1a_r2_mut_min_p0.5,0.0001
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46914511]
test1a_b_clade_min_p0.8,0.3378
test1a_r2_clade_min_p0.8,0.0001
test1a_b_mut_min_p0.8,0.3723
test1a_r2_mut_min_p0.8,0.0001
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46914511]
test1a_b_clade_min_p0.9,0.3633
test1a_r2_clade_min_p0.9,0.0001
test1a_b_mut_min_p0.9,0.4005
test1a_r2_mut_min_p0.9,0.0001
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46914511]
test1a_b_clade_min_p0.95,0.3845
test1a_r2_clade_min_p0.95,0.0001
test1a_b_mut_min_p0.95,0.4238
test1a_r2_mut_min_p0.95,0.0001
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46914511]
test1b_b_min,0.0004
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.2387
