Variable,Value
snp1,chr22:46893225
snp2,chr22:46947582
snp3,chr22:47016722
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0667
interaction_effect_size,0.0559
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46469058
searchrange_chr22_end,47571530
freq_snp1,0.1600
freq_snp2,0.0308
freq_S,0.0010
freq_K1,0.1590
freq_K2,0.0298
freq_O,0.8101
test1a_b_clade_min_p0.5,0.2264
test1a_r2_clade_min_p0.5,0.0012
test1a_b_mut_min_p0.5,0.2345
test1a_r2_mut_min_p0.5,0.0085
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47021360, 47016722, 47174347, 47067646, 46974575]"
test1a_b_clade_min_p0.8,0.2646
test1a_r2_clade_min_p0.8,0.0012
test1a_b_mut_min_p0.8,0.2741
test1a_r2_mut_min_p0.8,0.0085
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47021360, 47016722, 47174347, 47067646, 46974575]"
test1a_b_clade_min_p0.9,0.2846
test1a_r2_clade_min_p0.9,0.0012
test1a_b_mut_min_p0.9,0.2948
test1a_r2_mut_min_p0.9,0.0085
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47021360, 47016722, 47174347, 47067646, 46974575]"
test1a_b_clade_min_p0.95,0.3011
test1a_r2_clade_min_p0.95,0.0012
test1a_b_mut_min_p0.95,0.3119
test1a_r2_mut_min_p0.95,0.0085
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47021360, 47016722, 47174347, 47067646, 46974575]"
test1b_b_min,0.0037
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,inf
