Variable,Value
snp1,chr22:27641872
snp2,chr22:27642915
snp3,chr22:27651743
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3103
interaction_effect_size,0.0819
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27416333
searchrange_chr22_end,27792860
freq_snp1,0.0746
freq_snp2,0.4046
freq_S,0.0457
freq_K1,0.0288
freq_K2,0.3588
freq_O,0.5666
test1a_b_clade_min_p0.5,0.2229
test1a_r2_clade_min_p0.5,0.0143
test1a_b_mut_min_p0.5,0.2952
test1a_r2_mut_min_p0.5,0.0013
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27627200]
test1a_b_clade_min_p0.8,0.2604
test1a_r2_clade_min_p0.8,0.0143
test1a_b_mut_min_p0.8,0.3448
test1a_r2_mut_min_p0.8,0.0013
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27627200]
test1a_b_clade_min_p0.9,0.2800
test1a_r2_clade_min_p0.9,0.0143
test1a_b_mut_min_p0.9,0.3708
test1a_r2_mut_min_p0.9,0.0013
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27627200]
test1a_b_clade_min_p0.95,0.2962
test1a_r2_clade_min_p0.95,0.0143
test1a_b_mut_min_p0.95,0.3922
test1a_r2_mut_min_p0.95,0.0013
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27627200]
test1b_b_min,0.0135
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6202
