Variable,Value
snp1,chr22:49478442
snp2,chr22:49505117
snp3,chr22:49452304
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4658
interaction_effect_size,0.0910
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49255770
searchrange_chr22_end,49676798
freq_snp1,0.2664
freq_snp2,0.6740
freq_S,0.1640
freq_K1,0.1024
freq_K2,0.5099
freq_O,0.2237
test1a_b_clade_min_p0.5,0.2892
test1a_r2_clade_min_p0.5,0.6904
test1a_b_mut_min_p0.5,0.3286
test1a_r2_mut_min_p0.5,0.6241
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49473716]
test1a_b_clade_min_p0.8,0.3376
test1a_r2_clade_min_p0.8,0.6904
test1a_b_mut_min_p0.8,0.3835
test1a_r2_mut_min_p0.8,0.6241
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49473716]
test1a_b_clade_min_p0.9,0.3629
test1a_r2_clade_min_p0.9,0.6904
test1a_b_mut_min_p0.9,0.4123
test1a_r2_mut_min_p0.9,0.6241
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49473716]
test1a_b_clade_min_p0.95,0.3838
test1a_r2_clade_min_p0.95,0.6904
test1a_b_mut_min_p0.95,0.4360
test1a_r2_mut_min_p0.95,0.6241
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49473716]
test1b_b_min,0.0250
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4520
