Variable,Value
snp1,chr22:18056113
snp2,chr22:18102805
snp3,chr22:18052107
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3976
interaction_effect_size,0.0931
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17803627
searchrange_chr22_end,18541420
freq_snp1,0.2038
freq_snp2,0.5258
freq_S,0.1243
freq_K1,0.0795
freq_K2,0.4016
freq_O,0.3946
test1a_b_clade_min_p0.5,0.2549
test1a_r2_clade_min_p0.5,0.0336
test1a_b_mut_min_p0.5,0.2611
test1a_r2_mut_min_p0.5,0.0281
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[18060736]
test1a_b_clade_min_p0.8,0.2988
test1a_r2_clade_min_p0.8,0.0336
test1a_b_mut_min_p0.8,0.3061
test1a_r2_mut_min_p0.8,0.0281
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[18060736]
test1a_b_clade_min_p0.9,0.3217
test1a_r2_clade_min_p0.9,0.0336
test1a_b_mut_min_p0.9,0.3296
test1a_r2_mut_min_p0.9,0.0281
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[18060736]
test1a_b_clade_min_p0.95,0.3407
test1a_r2_clade_min_p0.95,0.0336
test1a_b_mut_min_p0.95,0.3490
test1a_r2_mut_min_p0.95,0.0281
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[18060736]
test1b_b_min,0.0268
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4598
