Variable,Value
snp1,chr22:30950890
snp2,chr22:30995492
snp3,chr22:30968705
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9227
interaction_effect_size,0.0871
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29454534
searchrange_chr22_end,32663354
freq_snp1,0.0726
freq_snp2,0.2992
freq_S,0.0547
freq_K1,0.0179
freq_K2,0.2445
freq_O,0.6829
test1a_b_clade_min_p0.5,0.2950
test1a_r2_clade_min_p0.5,0.0151
test1a_b_mut_min_p0.5,0.3495
test1a_r2_mut_min_p0.5,0.0108
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[30494532, 30416293, 30710120, 30608585, 30548877, 30594543, 30572569, 29878809, 30857564, 30590492, 30660510]"
test1a_b_clade_min_p0.8,0.3457
test1a_r2_clade_min_p0.8,0.0151
test1a_b_mut_min_p0.8,0.4095
test1a_r2_mut_min_p0.8,0.0108
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[30494532, 30416293, 30710120, 30608585, 30548877, 30594543, 30572569, 29878809, 30857564, 30590492, 30660510]"
test1a_b_clade_min_p0.9,0.3722
test1a_r2_clade_min_p0.9,0.0151
test1a_b_mut_min_p0.9,0.4408
test1a_r2_mut_min_p0.9,0.0108
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[30494532, 30416293, 30710120, 30608585, 30548877, 30594543, 30572569, 29878809, 30857564, 30590492, 30660510]"
test1a_b_clade_min_p0.95,0.3941
test1a_r2_clade_min_p0.95,0.0151
test1a_b_mut_min_p0.95,0.4667
test1a_r2_mut_min_p0.95,0.0108
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[30494532, 30416293, 30710120, 30608585, 30548877, 30594543, 30572569, 29878809, 30857564, 30590492, 30660510]"
test1b_b_min,0.0013
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6859
