Variable,Value
snp1,chr22:33246421
snp2,chr22:33289282
snp3,chr22:33335537
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2400
interaction_effect_size,0.0742
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32847359
searchrange_chr22_end,33762297
freq_snp1,0.4036
freq_snp2,0.4911
freq_S,0.1014
freq_K1,0.3022
freq_K2,0.3897
freq_O,0.2068
test1a_b_clade_min_p0.5,0.2335
test1a_r2_clade_min_p0.5,0.1264
test1a_b_mut_min_p0.5,0.2495
test1a_r2_mut_min_p0.5,0.0772
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[33327251, 33328343]"
test1a_b_clade_min_p0.8,0.2735
test1a_r2_clade_min_p0.8,0.1264
test1a_b_mut_min_p0.8,0.2923
test1a_r2_mut_min_p0.8,0.0772
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[33327251, 33328343]"
test1a_b_clade_min_p0.9,0.2944
test1a_r2_clade_min_p0.9,0.1264
test1a_b_mut_min_p0.9,0.3146
test1a_r2_mut_min_p0.9,0.0772
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[33327251, 33328343]"
test1a_b_clade_min_p0.95,0.3117
test1a_r2_clade_min_p0.95,0.1264
test1a_b_mut_min_p0.95,0.3331
test1a_r2_mut_min_p0.95,0.0772
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[33327251, 33328343]"
test1b_b_min,0.0156
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3730
