Variable,Value
snp1,chr22:39582028
snp2,chr22:39742135
snp3,chr22:39669108
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1894
interaction_effect_size,0.0741
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39158565
searchrange_chr22_end,40724581
freq_snp1,0.1521
freq_snp2,0.3897
freq_S,0.0656
freq_K1,0.0865
freq_K2,0.3241
freq_O,0.5239
test1a_b_clade_min_p0.5,0.4893
test1a_r2_clade_min_p0.5,0.2143
test1a_b_mut_min_p0.5,0.5477
test1a_r2_mut_min_p0.5,0.0010
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[39682403, 39661487]"
test1a_b_clade_min_p0.8,0.5728
test1a_r2_clade_min_p0.8,0.2143
test1a_b_mut_min_p0.8,0.6411
test1a_r2_mut_min_p0.8,0.0010
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[39682403, 39661487]"
test1a_b_clade_min_p0.9,0.6164
test1a_r2_clade_min_p0.9,0.2143
test1a_b_mut_min_p0.9,0.6899
test1a_r2_mut_min_p0.9,0.0010
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[39682403, 39661487]"
test1a_b_clade_min_p0.95,0.6524
test1a_r2_clade_min_p0.95,0.2143
test1a_b_mut_min_p0.95,0.7302
test1a_r2_mut_min_p0.95,0.0010
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[39682403, 39661487]"
test1b_b_min,0.0253
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5433
