Variable,Value
snp1,chr22:22410526
snp2,chr22:22475391
snp3,chr22:22420391
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2087
interaction_effect_size,0.0796
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,21762183
searchrange_chr22_end,22875436
freq_snp1,0.1213
freq_snp2,0.2217
freq_S,0.0636
freq_K1,0.0577
freq_K2,0.1581
freq_O,0.7207
test1a_b_clade_min_p0.5,0.2693
test1a_r2_clade_min_p0.5,0.0031
test1a_b_mut_min_p0.5,0.2832
test1a_r2_mut_min_p0.5,0.0004
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[22412423]
test1a_b_clade_min_p0.8,0.3150
test1a_r2_clade_min_p0.8,0.0031
test1a_b_mut_min_p0.8,0.3312
test1a_r2_mut_min_p0.8,0.0004
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[22412423]
test1a_b_clade_min_p0.9,0.3389
test1a_r2_clade_min_p0.9,0.0031
test1a_b_mut_min_p0.9,0.3563
test1a_r2_mut_min_p0.9,0.0004
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[22412423]
test1a_b_clade_min_p0.95,0.3587
test1a_r2_clade_min_p0.95,0.0031
test1a_b_mut_min_p0.95,0.3771
test1a_r2_mut_min_p0.95,0.0004
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[22412423]
test1b_b_min,0.0135
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5056
