Variable,Value
snp1,chr22:17206814
snp2,chr22:17239805
snp3,chr22:17275103
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6304
interaction_effect_size,0.0768
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16274941
searchrange_chr22_end,17580799
freq_snp1,0.5915
freq_snp2,0.3002
freq_S,0.0885
freq_K1,0.5030
freq_K2,0.2117
freq_O,0.1968
test1a_b_clade_min_p0.5,0.2247
test1a_r2_clade_min_p0.5,0.0898
test1a_b_mut_min_p0.5,0.3330
test1a_r2_mut_min_p0.5,0.2718
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17226718]
test1a_b_clade_min_p0.8,0.2633
test1a_r2_clade_min_p0.8,0.0898
test1a_b_mut_min_p0.8,0.3901
test1a_r2_mut_min_p0.8,0.2718
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17226718]
test1a_b_clade_min_p0.9,0.2834
test1a_r2_clade_min_p0.9,0.0898
test1a_b_mut_min_p0.9,0.4200
test1a_r2_mut_min_p0.9,0.2718
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17226718]
test1a_b_clade_min_p0.95,0.3001
test1a_r2_clade_min_p0.95,0.0898
test1a_b_mut_min_p0.95,0.4447
test1a_r2_mut_min_p0.95,0.2718
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17226718]
test1b_b_min,0.0332
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3937
