Variable,Value
snp1,chr22:30020003
snp2,chr22:30054280
snp3,chr22:30100610
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9396
interaction_effect_size,0.2133
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28194307
searchrange_chr22_end,31816843
freq_snp1,0.8966
freq_snp2,0.6789
freq_S,0.5905
freq_K1,0.3062
freq_K2,0.0885
freq_O,0.0149
test1a_b_clade_min_p0.5,0.1862
test1a_r2_clade_min_p0.5,0.0012
test1a_b_mut_min_p0.5,0.1862
test1a_r2_mut_min_p0.5,0.0012
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[30039182]
test1a_b_clade_min_p0.8,0.2190
test1a_r2_clade_min_p0.8,0.0012
test1a_b_mut_min_p0.8,0.2190
test1a_r2_mut_min_p0.8,0.0012
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[30039182]
test1a_b_clade_min_p0.9,0.2362
test1a_r2_clade_min_p0.9,0.0012
test1a_b_mut_min_p0.9,0.2362
test1a_r2_mut_min_p0.9,0.0012
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[30039182]
test1a_b_clade_min_p0.95,0.2504
test1a_r2_clade_min_p0.95,0.0012
test1a_b_mut_min_p0.95,0.2504
test1a_r2_mut_min_p0.95,0.0012
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[30039182]
test1b_b_min,0.0069
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6742
