Variable,Value
snp1,chr22:45507590
snp2,chr22:45638894
snp3,chr22:45665399
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3446
interaction_effect_size,0.0733
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45214332
searchrange_chr22_end,45947773
freq_snp1,0.1362
freq_snp2,0.3767
freq_S,0.0646
freq_K1,0.0716
freq_K2,0.3121
freq_O,0.5517
test1a_b_clade_min_p0.5,0.2856
test1a_r2_clade_min_p0.5,0.0176
test1a_b_mut_min_p0.5,0.3784
test1a_r2_mut_min_p0.5,0.0934
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45604865, 45602829, 45604247]"
test1a_b_clade_min_p0.8,0.3344
test1a_r2_clade_min_p0.8,0.0630
test1a_b_mut_min_p0.8,0.4430
test1a_r2_mut_min_p0.8,0.0934
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45604865, 45602829, 45604247]"
test1a_b_clade_min_p0.9,0.3599
test1a_r2_clade_min_p0.9,0.0176
test1a_b_mut_min_p0.9,0.4768
test1a_r2_mut_min_p0.9,0.0934
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45604865, 45602829, 45604247]"
test1a_b_clade_min_p0.95,0.3810
test1a_r2_clade_min_p0.95,0.0630
test1a_b_mut_min_p0.95,0.5047
test1a_r2_mut_min_p0.95,0.0934
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45604865, 45602829, 45604247]"
test1b_b_min,0.0243
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5325
