Variable,Value
snp1,chr22:28536134
snp2,chr22:28730853
snp3,chr22:28710986
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9441
interaction_effect_size,0.0816
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27994120
searchrange_chr22_end,30716017
freq_snp1,0.2048
freq_snp2,0.3390
freq_S,0.1133
freq_K1,0.0915
freq_K2,0.2256
freq_O,0.5696
test1a_b_clade_min_p0.5,0.2740
test1a_r2_clade_min_p0.5,0.7328
test1a_b_mut_min_p0.5,0.2788
test1a_r2_mut_min_p0.5,0.7224
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[28647682, 28645795, 28659183, 28654928, 28652241, 28654834, 28646677, 28664186, 28646620]"
test1a_b_clade_min_p0.8,0.3218
test1a_r2_clade_min_p0.8,0.7328
test1a_b_mut_min_p0.8,0.3275
test1a_r2_mut_min_p0.8,0.7224
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[28647682, 28645795, 28659183, 28654928, 28652241, 28654834, 28646677, 28664186, 28646620]"
test1a_b_clade_min_p0.9,0.3468
test1a_r2_clade_min_p0.9,0.7328
test1a_b_mut_min_p0.9,0.3529
test1a_r2_mut_min_p0.9,0.7224
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[28647682, 28645795, 28659183, 28654928, 28652241, 28654834, 28646677, 28664186, 28646620]"
test1a_b_clade_min_p0.95,0.3675
test1a_r2_clade_min_p0.95,0.7328
test1a_b_mut_min_p0.95,0.3739
test1a_r2_mut_min_p0.95,0.7224
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[28647682, 28645795, 28659183, 28654928, 28652241, 28654834, 28646677, 28664186, 28646620]"
test1b_b_min,0.0070
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4246
