Variable,Value
snp1,chr22:33516856
snp2,chr22:33601482
snp3,chr22:33644997
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1406
interaction_effect_size,0.0754
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32951972
searchrange_chr22_end,34047197
freq_snp1,0.2863
freq_snp2,0.4264
freq_S,0.1223
freq_K1,0.1640
freq_K2,0.3042
freq_O,0.4095
test1a_b_clade_min_p0.5,0.2785
test1a_r2_clade_min_p0.5,0.0251
test1a_b_mut_min_p0.5,0.3404
test1a_r2_mut_min_p0.5,0.0209
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[33644997]
test1a_b_clade_min_p0.8,0.3258
test1a_r2_clade_min_p0.8,0.0251
test1a_b_mut_min_p0.8,0.3982
test1a_r2_mut_min_p0.8,0.0209
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[33644997]
test1a_b_clade_min_p0.9,0.3505
test1a_r2_clade_min_p0.9,0.0251
test1a_b_mut_min_p0.9,0.4284
test1a_r2_mut_min_p0.9,0.0209
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[33644997]
test1a_b_clade_min_p0.95,0.3709
test1a_r2_clade_min_p0.95,0.0251
test1a_b_mut_min_p0.95,0.4534
test1a_r2_mut_min_p0.95,0.0209
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[33644997]
test1b_b_min,0.0104
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3892
