Variable,Value
snp1,chr22:47176189
snp2,chr22:47252295
snp3,chr22:47203596
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5175
interaction_effect_size,0.0728
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46830499
searchrange_chr22_end,47654322
freq_snp1,0.2853
freq_snp2,0.4215
freq_S,0.0905
freq_K1,0.1948
freq_K2,0.3310
freq_O,0.3837
test1a_b_clade_min_p0.5,0.2227
test1a_r2_clade_min_p0.5,0.0215
test1a_b_mut_min_p0.5,0.2537
test1a_r2_mut_min_p0.5,0.0003
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[47203596]
test1a_b_clade_min_p0.8,0.2609
test1a_r2_clade_min_p0.8,0.0215
test1a_b_mut_min_p0.8,0.2972
test1a_r2_mut_min_p0.8,0.0003
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[47203596]
test1a_b_clade_min_p0.9,0.2809
test1a_r2_clade_min_p0.9,0.0215
test1a_b_mut_min_p0.9,0.3200
test1a_r2_mut_min_p0.9,0.0003
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[47203596]
test1a_b_clade_min_p0.95,0.2974
test1a_r2_clade_min_p0.95,0.0215
test1a_b_mut_min_p0.95,0.3388
test1a_r2_mut_min_p0.95,0.0003
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[47203596]
test1b_b_min,0.0280
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3662
