Variable,Value
snp1,chr22:46834723
snp2,chr22:46859804
snp3,chr22:46863434
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9942
interaction_effect_size,0.1179
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46362228
searchrange_chr22_end,47371174
freq_snp1,0.6720
freq_snp2,0.7366
freq_S,0.5089
freq_K1,0.1630
freq_K2,0.2276
freq_O,0.1004
test1a_b_clade_min_p0.5,0.3086
test1a_r2_clade_min_p0.5,0.5687
test1a_b_mut_min_p0.5,0.4279
test1a_r2_mut_min_p0.5,0.3450
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46868742]
test1a_b_clade_min_p0.8,0.3610
test1a_r2_clade_min_p0.8,0.5687
test1a_b_mut_min_p0.8,0.5005
test1a_r2_mut_min_p0.8,0.3450
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46868742]
test1a_b_clade_min_p0.9,0.3884
test1a_r2_clade_min_p0.9,0.5687
test1a_b_mut_min_p0.9,0.5385
test1a_r2_mut_min_p0.9,0.3450
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46868742]
test1a_b_clade_min_p0.95,0.4110
test1a_r2_clade_min_p0.95,0.5687
test1a_b_mut_min_p0.95,0.5699
test1a_r2_mut_min_p0.95,0.3450
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46868742]
test1b_b_min,0.0025
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4494
