Variable,Value
snp1,chr22:45467026
snp2,chr22:45503895
snp3,chr22:45526998
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1854
interaction_effect_size,0.0844
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45188492
searchrange_chr22_end,45916605
freq_snp1,0.1362
freq_snp2,0.6252
freq_S,0.0775
freq_K1,0.0586
freq_K2,0.5477
freq_O,0.3161
test1a_b_clade_min_p0.5,0.3001
test1a_r2_clade_min_p0.5,0.0048
test1a_b_mut_min_p0.5,0.4149
test1a_r2_mut_min_p0.5,0.3189
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45491786]
test1a_b_clade_min_p0.8,0.3510
test1a_r2_clade_min_p0.8,0.0048
test1a_b_mut_min_p0.8,0.4854
test1a_r2_mut_min_p0.8,0.3189
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45491786]
test1a_b_clade_min_p0.9,0.3777
test1a_r2_clade_min_p0.9,0.0048
test1a_b_mut_min_p0.9,0.5222
test1a_r2_mut_min_p0.9,0.3189
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45491786]
test1a_b_clade_min_p0.95,0.3997
test1a_r2_clade_min_p0.95,0.0048
test1a_b_mut_min_p0.95,0.5526
test1a_r2_mut_min_p0.95,0.3189
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45491786]
test1b_b_min,0.0138
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5314
