Variable,Value
snp1,chr22:48814996
snp2,chr22:48820864
snp3,chr22:48825676
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6984
interaction_effect_size,0.0935
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,48653983
searchrange_chr22_end,48995526
freq_snp1,0.4473
freq_snp2,0.5865
freq_S,0.1272
freq_K1,0.3201
freq_K2,0.4592
freq_O,0.0934
test1a_b_clade_min_p0.5,0.2442
test1a_r2_clade_min_p0.5,0.0734
test1a_b_mut_min_p0.5,0.2838
test1a_r2_mut_min_p0.5,0.1032
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[48822174, 48822039]"
test1a_b_clade_min_p0.8,0.2849
test1a_r2_clade_min_p0.8,0.0734
test1a_b_mut_min_p0.8,0.3311
test1a_r2_mut_min_p0.8,0.1032
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[48822174, 48822039]"
test1a_b_clade_min_p0.9,0.3062
test1a_r2_clade_min_p0.9,0.0734
test1a_b_mut_min_p0.9,0.3559
test1a_r2_mut_min_p0.9,0.1032
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[48822174, 48822039]"
test1a_b_clade_min_p0.95,0.3238
test1a_r2_clade_min_p0.95,0.0734
test1a_b_mut_min_p0.95,0.3763
test1a_r2_mut_min_p0.95,0.1032
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[48822174, 48822039]"
test1b_b_min,0.0316
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4277
