Variable,Value
snp1,chr22:26961456
snp2,chr22:27114298
snp3,chr22:27063786
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6767
interaction_effect_size,0.1100
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,26525823
searchrange_chr22_end,27261023
freq_snp1,0.6064
freq_snp2,0.1769
freq_S,0.1302
freq_K1,0.4761
freq_K2,0.0467
freq_O,0.3469
test1a_b_clade_min_p0.5,0.2289
test1a_r2_clade_min_p0.5,0.0135
test1a_b_mut_min_p0.5,0.2764
test1a_r2_mut_min_p0.5,0.0266
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27082594]
test1a_b_clade_min_p0.8,0.2678
test1a_r2_clade_min_p0.8,0.0135
test1a_b_mut_min_p0.8,0.3234
test1a_r2_mut_min_p0.8,0.0266
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27082594]
test1a_b_clade_min_p0.9,0.2881
test1a_r2_clade_min_p0.9,0.0135
test1a_b_mut_min_p0.9,0.3479
test1a_r2_mut_min_p0.9,0.0266
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27082594]
test1a_b_clade_min_p0.95,0.3049
test1a_r2_clade_min_p0.95,0.0135
test1a_b_mut_min_p0.95,0.3682
test1a_r2_mut_min_p0.95,0.0266
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27082594]
test1b_b_min,0.0334
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4863
