Variable,Value
snp1,chr22:50145972
snp2,chr22:50189300
snp3,chr22:50327126
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9369
interaction_effect_size,0.0565
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49825786
searchrange_chr22_end,50818416
freq_snp1,0.2366
freq_snp2,0.0785
freq_S,0.0139
freq_K1,0.2227
freq_K2,0.0646
freq_O,0.6988
test1a_b_clade_min_p0.5,0.1889
test1a_r2_clade_min_p0.5,0.8554
test1a_b_mut_min_p0.5,0.1962
test1a_r2_mut_min_p0.5,0.7886
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[50232524]
test1a_b_clade_min_p0.8,0.2214
test1a_r2_clade_min_p0.8,0.8554
test1a_b_mut_min_p0.8,0.2299
test1a_r2_mut_min_p0.8,0.7886
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[50232524]
test1a_b_clade_min_p0.9,0.2384
test1a_r2_clade_min_p0.9,0.8554
test1a_b_mut_min_p0.9,0.2476
test1a_r2_mut_min_p0.9,0.7886
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[50232524]
test1a_b_clade_min_p0.95,0.2524
test1a_r2_clade_min_p0.95,0.8554
test1a_b_mut_min_p0.95,0.2621
test1a_r2_mut_min_p0.95,0.7886
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[50232524]
test1b_b_min,0.0015
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7117
