Variable,Value
snp1,chr22:31547894
snp2,chr22:31790280
snp3,chr22:31726978
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6096
interaction_effect_size,0.0826
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29881595
searchrange_chr22_end,32857863
freq_snp1,0.1918
freq_snp2,0.3211
freq_S,0.0726
freq_K1,0.1193
freq_K2,0.2485
freq_O,0.5596
test1a_b_clade_min_p0.5,0.2449
test1a_r2_clade_min_p0.5,0.1218
test1a_b_mut_min_p0.5,0.2449
test1a_r2_mut_min_p0.5,0.1218
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[31726978, 31704486, 31724332, 31698285, 31729425, 31706742, 31694999, 31716346, 31709723, 31684189]"
test1a_b_clade_min_p0.8,0.2871
test1a_r2_clade_min_p0.8,0.1218
test1a_b_mut_min_p0.8,0.2871
test1a_r2_mut_min_p0.8,0.1218
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[31726978, 31704486, 31724332, 31698285, 31729425, 31706742, 31694999, 31716346, 31709723, 31684189]"
test1a_b_clade_min_p0.9,0.3091
test1a_r2_clade_min_p0.9,0.1218
test1a_b_mut_min_p0.9,0.3091
test1a_r2_mut_min_p0.9,0.1218
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[31726978, 31704486, 31724332, 31698285, 31729425, 31706742, 31694999, 31716346, 31709723, 31684189]"
test1a_b_clade_min_p0.95,0.3274
test1a_r2_clade_min_p0.95,0.1218
test1a_b_mut_min_p0.95,0.3274
test1a_r2_mut_min_p0.95,0.1218
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[31726978, 31704486, 31724332, 31698285, 31729425, 31706742, 31694999, 31716346, 31709723, 31684189]"
test1b_b_min,0.0364
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4507
