Variable,Value
snp1,chr22:49427857
snp2,chr22:49446455
snp3,chr22:49445679
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.8714
interaction_effect_size,0.1303
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49238830
searchrange_chr22_end,49660701
freq_snp1,0.8807
freq_snp2,0.1163
freq_S,0.0885
freq_K1,0.7922
freq_K2,0.0278
freq_O,0.0915
test1a_b_clade_min_p0.5,0.2130
test1a_r2_clade_min_p0.5,0.0002
test1a_b_mut_min_p0.5,0.2156
test1a_r2_mut_min_p0.5,0.0027
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49423679]
test1a_b_clade_min_p0.8,0.2486
test1a_r2_clade_min_p0.8,0.0002
test1a_b_mut_min_p0.8,0.2516
test1a_r2_mut_min_p0.8,0.0027
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49423679]
test1a_b_clade_min_p0.9,0.2672
test1a_r2_clade_min_p0.9,0.0002
test1a_b_mut_min_p0.9,0.2705
test1a_r2_mut_min_p0.9,0.0027
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49423679]
test1a_b_clade_min_p0.95,0.2826
test1a_r2_clade_min_p0.95,0.0002
test1a_b_mut_min_p0.95,0.2860
test1a_r2_mut_min_p0.95,0.0027
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49423679]
test1b_b_min,0.0354
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5586
