Variable,Value
snp1,chr22:20562019
snp2,chr22:20660713
snp3,chr22:20734996
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9856
interaction_effect_size,0.0544
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,20278001
searchrange_chr22_end,20960182
freq_snp1,0.1362
freq_snp2,0.0457
freq_S,0.0089
freq_K1,0.1272
freq_K2,0.0368
freq_O,0.8270
test1a_b_clade_min_p0.5,0.2420
test1a_r2_clade_min_p0.5,0.0239
test1a_b_mut_min_p0.5,0.2644
test1a_r2_mut_min_p0.5,0.0183
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20575196]
test1a_b_clade_min_p0.8,0.2829
test1a_r2_clade_min_p0.8,0.0239
test1a_b_mut_min_p0.8,0.3090
test1a_r2_mut_min_p0.8,0.0183
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20575196]
test1a_b_clade_min_p0.9,0.3042
test1a_r2_clade_min_p0.9,0.0239
test1a_b_mut_min_p0.9,0.3324
test1a_r2_mut_min_p0.9,0.0183
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20575196]
test1a_b_clade_min_p0.95,0.3219
test1a_r2_clade_min_p0.95,0.0239
test1a_b_mut_min_p0.95,0.3517
test1a_r2_mut_min_p0.95,0.0183
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20575196]
test1b_b_min,0.0002
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8028
