Variable,Value
snp1,chr22:43549746
snp2,chr22:43563450
snp3,chr22:43633819
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5357
interaction_effect_size,0.0584
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,41957707
searchrange_chr22_end,44293003
freq_snp1,0.5477
freq_snp2,0.1928
freq_S,0.0099
freq_K1,0.5378
freq_K2,0.1829
freq_O,0.2694
test1a_b_clade_min_p0.5,0.1648
test1a_r2_clade_min_p0.5,0.0037
test1a_b_mut_min_p0.5,0.1738
test1a_r2_mut_min_p0.5,0.0033
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43587814]
test1a_b_clade_min_p0.8,0.1926
test1a_r2_clade_min_p0.8,0.0037
test1a_b_mut_min_p0.8,0.2031
test1a_r2_mut_min_p0.8,0.0033
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43587814]
test1a_b_clade_min_p0.9,0.2071
test1a_r2_clade_min_p0.9,0.0037
test1a_b_mut_min_p0.9,0.2184
test1a_r2_mut_min_p0.9,0.0033
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43587814]
test1a_b_clade_min_p0.95,0.2191
test1a_r2_clade_min_p0.95,0.0037
test1a_b_mut_min_p0.95,0.2311
test1a_r2_mut_min_p0.95,0.0033
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43587814]
test1b_b_min,0.0183
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8276
