Variable,Value
snp1,chr22:47594326
snp2,chr22:47766803
snp3,chr22:47784289
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9275
interaction_effect_size,0.0664
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,47107790
searchrange_chr22_end,48270455
freq_snp1,0.1451
freq_snp2,0.0229
freq_S,0.0020
freq_K1,0.1431
freq_K2,0.0209
freq_O,0.8340
test1a_b_clade_min_p0.5,0.1626
test1a_r2_clade_min_p0.5,0.0003
test1a_b_mut_min_p0.5,0.1626
test1a_r2_mut_min_p0.5,0.0003
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47987344, 48264916, 48246144, 47658405]"
test1a_b_clade_min_p0.8,0.1906
test1a_r2_clade_min_p0.8,0.0003
test1a_b_mut_min_p0.8,0.1906
test1a_r2_mut_min_p0.8,0.0003
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47987344, 48264916, 48246144, 47658405]"
test1a_b_clade_min_p0.9,0.2052
test1a_r2_clade_min_p0.9,0.0003
test1a_b_mut_min_p0.9,0.2052
test1a_r2_mut_min_p0.9,0.0003
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47987344, 48264916, 48246144, 47658405]"
test1a_b_clade_min_p0.95,0.2173
test1a_r2_clade_min_p0.95,0.0003
test1a_b_mut_min_p0.95,0.2173
test1a_r2_mut_min_p0.95,0.0003
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47987344, 48264916, 48246144, 47658405]"
test1b_b_min,0.0343
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.4933
