Variable,Value
snp1,chr22:19871645
snp2,chr22:20018378
snp3,chr22:20022029
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3031
interaction_effect_size,0.0597
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,19597722
searchrange_chr22_end,20313413
freq_snp1,0.2097
freq_snp2,0.0676
freq_S,0.0119
freq_K1,0.1978
freq_K2,0.0557
freq_O,0.7346
test1a_b_clade_min_p0.5,0.2752
test1a_r2_clade_min_p0.5,0.4492
test1a_b_mut_min_p0.5,0.4052
test1a_r2_mut_min_p0.5,0.2670
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20037811]
test1a_b_clade_min_p0.8,0.3226
test1a_r2_clade_min_p0.8,0.4492
test1a_b_mut_min_p0.8,0.4751
test1a_r2_mut_min_p0.8,0.2670
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20037811]
test1a_b_clade_min_p0.9,0.3475
test1a_r2_clade_min_p0.9,0.4492
test1a_b_mut_min_p0.9,0.5117
test1a_r2_mut_min_p0.9,0.2670
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20037811]
test1a_b_clade_min_p0.95,0.3680
test1a_r2_clade_min_p0.95,0.4492
test1a_b_mut_min_p0.95,0.5419
test1a_r2_mut_min_p0.95,0.2670
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20037811]
test1b_b_min,0.0241
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8453
