Variable,Value
snp1,chr22:37426211
snp2,chr22:37674324
snp3,chr22:37617230
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3819
interaction_effect_size,0.0575
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37153082
searchrange_chr22_end,37973734
freq_snp1,0.0636
freq_snp2,0.0994
freq_S,0.0060
freq_K1,0.0577
freq_K2,0.0934
freq_O,0.8429
test1a_b_clade_min_p0.5,0.2935
test1a_r2_clade_min_p0.5,0.0107
test1a_b_mut_min_p0.5,0.2935
test1a_r2_mut_min_p0.5,0.0107
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[37512265, 37810809, 37635622]"
test1a_b_clade_min_p0.8,0.3433
test1a_r2_clade_min_p0.8,0.0107
test1a_b_mut_min_p0.8,0.3433
test1a_r2_mut_min_p0.8,0.0107
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[37512265, 37810809, 37635622]"
test1a_b_clade_min_p0.9,0.3693
test1a_r2_clade_min_p0.9,0.0107
test1a_b_mut_min_p0.9,0.3693
test1a_r2_mut_min_p0.9,0.0107
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[37512265, 37810809, 37635622]"
test1a_b_clade_min_p0.95,0.3908
test1a_r2_clade_min_p0.95,0.0107
test1a_b_mut_min_p0.95,0.3908
test1a_r2_mut_min_p0.95,0.0107
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[37512265, 37810809, 37635622]"
test1b_b_min,0.0248
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9534
