Variable,Value
snp1,chr22:18365045
snp2,chr22:18497623
snp3,chr22:18522247
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6583
interaction_effect_size,0.0597
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17985320
searchrange_chr22_end,18715466
freq_snp1,0.0666
freq_snp2,0.0686
freq_S,0.0040
freq_K1,0.0626
freq_K2,0.0646
freq_O,0.8688
test1a_b_clade_min_p0.5,0.2395
test1a_r2_clade_min_p0.5,0.0001
test1a_b_mut_min_p0.5,0.3613
test1a_r2_mut_min_p0.5,0.0130
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[18333142]
test1a_b_clade_min_p0.8,0.2794
test1a_r2_clade_min_p0.8,0.0001
test1a_b_mut_min_p0.8,0.4214
test1a_r2_mut_min_p0.8,0.0130
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[18333142]
test1a_b_clade_min_p0.9,0.3002
test1a_r2_clade_min_p0.9,0.0001
test1a_b_mut_min_p0.9,0.4529
test1a_r2_mut_min_p0.9,0.0130
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[18333142]
test1a_b_clade_min_p0.95,0.3174
test1a_r2_clade_min_p0.95,0.0001
test1a_b_mut_min_p0.95,0.4788
test1a_r2_mut_min_p0.95,0.0130
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[18333142]
test1b_b_min,0.0285
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.0900
