Variable,Value
snp1,chr22:40902520
snp2,chr22:41081195
snp3,chr22:41101179
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5354
interaction_effect_size,0.0675
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39760925
searchrange_chr22_end,43466982
freq_snp1,0.0527
freq_snp2,0.0974
freq_S,0.0129
freq_K1,0.0398
freq_K2,0.0845
freq_O,0.8628
test1a_b_clade_min_p0.5,0.1843
test1a_r2_clade_min_p0.5,0.0012
test1a_b_mut_min_p0.5,0.2205
test1a_r2_mut_min_p0.5,0.0018
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[41367793]
test1a_b_clade_min_p0.8,0.2165
test1a_r2_clade_min_p0.8,0.0012
test1a_b_mut_min_p0.8,0.2591
test1a_r2_mut_min_p0.8,0.0018
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[41367793]
test1a_b_clade_min_p0.9,0.2333
test1a_r2_clade_min_p0.9,0.0012
test1a_b_mut_min_p0.9,0.2793
test1a_r2_mut_min_p0.9,0.0018
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[41367793]
test1a_b_clade_min_p0.95,0.2472
test1a_r2_clade_min_p0.95,0.0012
test1a_b_mut_min_p0.95,0.2959
test1a_r2_mut_min_p0.95,0.0018
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[41367793]
test1b_b_min,0.0277
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5727
