Variable,Value
snp1,chr22:49823840
snp2,chr22:49860588
snp3,chr22:49950672
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2342
interaction_effect_size,0.0563
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49687045
searchrange_chr22_end,50421665
freq_snp1,0.2634
freq_snp2,0.0159
freq_S,0.0030
freq_K1,0.2604
freq_K2,0.0129
freq_O,0.7237
test1a_b_clade_min_p0.5,0.1768
test1a_r2_clade_min_p0.5,0.0078
test1a_b_mut_min_p0.5,0.1768
test1a_r2_mut_min_p0.5,0.0078
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[49895954, 50404660, 50301629, 50257643, 50109197, 50134510]"
test1a_b_clade_min_p0.8,0.2064
test1a_r2_clade_min_p0.8,0.0078
test1a_b_mut_min_p0.8,0.2064
test1a_r2_mut_min_p0.8,0.0078
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[49895954, 50404660, 50301629, 50257643, 50109197, 50134510]"
test1a_b_clade_min_p0.9,0.2219
test1a_r2_clade_min_p0.9,0.0078
test1a_b_mut_min_p0.9,0.2219
test1a_r2_mut_min_p0.9,0.0078
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[49895954, 50404660, 50301629, 50257643, 50109197, 50134510]"
test1a_b_clade_min_p0.95,0.2347
test1a_r2_clade_min_p0.95,0.0078
test1a_b_mut_min_p0.95,0.2347
test1a_r2_mut_min_p0.95,0.0078
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[49895954, 50404660, 50301629, 50257643, 50109197, 50134510]"
test1b_b_min,0.0072
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.4496
