Variable,Value
snp1,chr22:23552839
snp2,chr22:23695358
snp3,chr22:23662412
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3587
interaction_effect_size,0.0676
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23146121
searchrange_chr22_end,23923095
freq_snp1,0.1938
freq_snp2,0.0229
freq_S,0.0080
freq_K1,0.1859
freq_K2,0.0149
freq_O,0.7913
test1a_b_clade_min_p0.5,0.1939
test1a_r2_clade_min_p0.5,0.0018
test1a_b_mut_min_p0.5,0.1939
test1a_r2_mut_min_p0.5,0.0018
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[23670543]
test1a_b_clade_min_p0.8,0.2272
test1a_r2_clade_min_p0.8,0.0018
test1a_b_mut_min_p0.8,0.2272
test1a_r2_mut_min_p0.8,0.0018
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[23670543]
test1a_b_clade_min_p0.9,0.2446
test1a_r2_clade_min_p0.9,0.0018
test1a_b_mut_min_p0.9,0.2446
test1a_r2_mut_min_p0.9,0.0018
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[23670543]
test1a_b_clade_min_p0.95,0.2590
test1a_r2_clade_min_p0.95,0.0018
test1a_b_mut_min_p0.95,0.2590
test1a_r2_mut_min_p0.95,0.0018
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[23670543]
test1b_b_min,0.0181
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9485
