Variable,Value
snp1,chr22:20723213
snp2,chr22:20724937
snp3,chr22:20914684
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.0839
interaction_effect_size,0.0786
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,20428309
searchrange_chr22_end,21013289
freq_snp1,0.0885
freq_snp2,0.6660
freq_S,0.0099
freq_K1,0.0785
freq_K2,0.6561
freq_O,0.2555
test1a_b_clade_min_p0.5,0.1677
test1a_r2_clade_min_p0.5,0.0034
test1a_b_mut_min_p0.5,0.1993
test1a_r2_mut_min_p0.5,0.0031
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[20906585, 20914684]"
test1a_b_clade_min_p0.8,0.1964
test1a_r2_clade_min_p0.8,0.0034
test1a_b_mut_min_p0.8,0.2334
test1a_r2_mut_min_p0.8,0.0031
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[20906585, 20914684]"
test1a_b_clade_min_p0.9,0.2114
test1a_r2_clade_min_p0.9,0.0034
test1a_b_mut_min_p0.9,0.2512
test1a_r2_mut_min_p0.9,0.0031
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[20906585, 20914684]"
test1a_b_clade_min_p0.95,0.2238
test1a_r2_clade_min_p0.95,0.0034
test1a_b_mut_min_p0.95,0.2660
test1a_r2_mut_min_p0.95,0.0031
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[20906585, 20914684]"
test1b_b_min,0.0739
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8024
