Variable,Value
snp1,chr22:36944187
snp2,chr22:37070483
snp3,chr22:36911593
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6701
interaction_effect_size,0.0613
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36565845
searchrange_chr22_end,37344367
freq_snp1,0.1690
freq_snp2,0.0447
freq_S,0.0060
freq_K1,0.1630
freq_K2,0.0388
freq_O,0.7922
test1a_b_clade_min_p0.5,0.2019
test1a_r2_clade_min_p0.5,0.0002
test1a_b_mut_min_p0.5,0.2215
test1a_r2_mut_min_p0.5,0.0003
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36761072, 36911593]"
test1a_b_clade_min_p0.8,0.2366
test1a_r2_clade_min_p0.8,0.0002
test1a_b_mut_min_p0.8,0.2596
test1a_r2_mut_min_p0.8,0.0003
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36761072, 36911593]"
test1a_b_clade_min_p0.9,0.2547
test1a_r2_clade_min_p0.9,0.0002
test1a_b_mut_min_p0.9,0.2795
test1a_r2_mut_min_p0.9,0.0003
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36761072, 36911593]"
test1a_b_clade_min_p0.95,0.2697
test1a_r2_clade_min_p0.95,0.0002
test1a_b_mut_min_p0.95,0.2959
test1a_r2_mut_min_p0.95,0.0003
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36761072, 36911593]"
test1b_b_min,0.0320
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.0026
