Variable,Value
snp1,chr22:21424020
snp2,chr22:21426197
snp3,chr22:21444560
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.8582
interaction_effect_size,0.0725
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,20989354
searchrange_chr22_end,22264956
freq_snp1,0.1282
freq_snp2,0.3449
freq_S,0.0109
freq_K1,0.1173
freq_K2,0.3340
freq_O,0.5378
test1a_b_clade_min_p0.5,0.1674
test1a_r2_clade_min_p0.5,0.0015
test1a_b_mut_min_p0.5,0.2103
test1a_r2_mut_min_p0.5,0.0009
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[21444560, 21389684, 21410374, 21398296, 21398651, 21403055]"
test1a_b_clade_min_p0.8,0.1957
test1a_r2_clade_min_p0.8,0.0015
test1a_b_mut_min_p0.8,0.2458
test1a_r2_mut_min_p0.8,0.0009
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[21444560, 21389684, 21410374, 21398296, 21398651, 21403055]"
test1a_b_clade_min_p0.9,0.2104
test1a_r2_clade_min_p0.9,0.0015
test1a_b_mut_min_p0.9,0.2643
test1a_r2_mut_min_p0.9,0.0009
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[21444560, 21389684, 21410374, 21398296, 21398651, 21403055]"
test1a_b_clade_min_p0.95,0.2226
test1a_r2_clade_min_p0.95,0.0015
test1a_b_mut_min_p0.95,0.2797
test1a_r2_mut_min_p0.95,0.0009
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[21444560, 21389684, 21410374, 21398296, 21398651, 21403055]"
test1b_b_min,0.0630
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.8021
