Variable,Value
snp1,chr22:30869242
snp2,chr22:31061698
snp3,chr22:31064862
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9410
interaction_effect_size,0.0517
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29171031
searchrange_chr22_end,32664488
freq_snp1,0.1292
freq_snp2,0.0875
freq_S,0.0050
freq_K1,0.1243
freq_K2,0.0825
freq_O,0.7883
test1a_b_clade_min_p0.5,0.2077
test1a_r2_clade_min_p0.5,0.0111
test1a_b_mut_min_p0.5,0.2077
test1a_r2_mut_min_p0.5,0.0111
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[31753217, 30118402, 30537921, 31445830, 30550034, 31707858, 32095764, 30352725, 30409047, 30094040, 30460376, 30489305, 30087131, 30267361, 30576676, 30298668, 30409520, 30096370, 30567731, 31358013]"
test1a_b_clade_min_p0.8,0.2437
test1a_r2_clade_min_p0.8,0.0111
test1a_b_mut_min_p0.8,0.2437
test1a_r2_mut_min_p0.8,0.0111
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[31753217, 30118402, 30537921, 31445830, 30550034, 31707858, 32095764, 30352725, 30409047, 30094040, 30460376, 30489305, 30087131, 30267361, 30576676, 30298668, 30409520, 30096370, 30567731, 31358013]"
test1a_b_clade_min_p0.9,0.2626
test1a_r2_clade_min_p0.9,0.0111
test1a_b_mut_min_p0.9,0.2626
test1a_r2_mut_min_p0.9,0.0111
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[31753217, 30118402, 30537921, 31445830, 30550034, 31707858, 32095764, 30352725, 30409047, 30094040, 30460376, 30489305, 30087131, 30267361, 30576676, 30298668, 30409520, 30096370, 30567731, 31358013]"
test1a_b_clade_min_p0.95,0.2781
test1a_r2_clade_min_p0.95,0.0111
test1a_b_mut_min_p0.95,0.2781
test1a_r2_mut_min_p0.95,0.0111
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[31753217, 30118402, 30537921, 31445830, 30550034, 31707858, 32095764, 30352725, 30409047, 30094040, 30460376, 30489305, 30087131, 30267361, 30576676, 30298668, 30409520, 30096370, 30567731, 31358013]"
test1b_b_min,0.0036
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.1140
