Variable,Value
snp1,chr22:48648289
snp2,chr22:48731345
snp3,chr22:48714094
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4703
interaction_effect_size,0.0627
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,48287961
searchrange_chr22_end,48943671
freq_snp1,0.2664
freq_snp2,0.0229
freq_S,0.0040
freq_K1,0.2624
freq_K2,0.0189
freq_O,0.7147
test1a_b_clade_min_p0.5,0.4293
test1a_r2_clade_min_p0.5,0.0025
test1a_b_mut_min_p0.5,0.4936
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[48458837]
test1a_b_clade_min_p0.8,0.5012
test1a_r2_clade_min_p0.8,0.0025
test1a_b_mut_min_p0.8,0.5764
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[48458837]
test1a_b_clade_min_p0.9,0.5389
test1a_r2_clade_min_p0.9,0.0025
test1a_b_mut_min_p0.9,0.6197
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[48458837]
test1a_b_clade_min_p0.95,0.5699
test1a_r2_clade_min_p0.95,0.0025
test1a_b_mut_min_p0.95,0.6554
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[48458837]
test1b_b_min,0.0386
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.3258
