Variable,Value
snp1,chr22:38572591
snp2,chr22:38760668
snp3,chr22:38760361
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5692
interaction_effect_size,0.0592
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37782898
searchrange_chr22_end,39454571
freq_snp1,0.0805
freq_snp2,0.0765
freq_S,0.0109
freq_K1,0.0696
freq_K2,0.0656
freq_O,0.8539
test1a_b_clade_min_p0.5,0.1975
test1a_r2_clade_min_p0.5,0.0007
test1a_b_mut_min_p0.5,0.1975
test1a_r2_mut_min_p0.5,0.0007
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38586874]
test1a_b_clade_min_p0.8,0.2313
test1a_r2_clade_min_p0.8,0.0007
test1a_b_mut_min_p0.8,0.2313
test1a_r2_mut_min_p0.8,0.0007
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38586874]
test1a_b_clade_min_p0.9,0.2489
test1a_r2_clade_min_p0.9,0.0007
test1a_b_mut_min_p0.9,0.2489
test1a_r2_mut_min_p0.9,0.0007
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38586874]
test1a_b_clade_min_p0.95,0.2635
test1a_r2_clade_min_p0.95,0.0007
test1a_b_mut_min_p0.95,0.2635
test1a_r2_mut_min_p0.95,0.0007
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38586874]
test1b_b_min,0.0260
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7359
