Variable,Value
snp1,chr22:48489252
snp2,chr22:48692095
snp3,chr22:48616933
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7283
interaction_effect_size,0.0625
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,48175417
searchrange_chr22_end,48850637
freq_snp1,0.0567
freq_snp2,0.0765
freq_S,0.0020
freq_K1,0.0547
freq_K2,0.0746
freq_O,0.8688
test1a_b_clade_min_p0.5,0.2681
test1a_r2_clade_min_p0.5,0.0004
test1a_b_mut_min_p0.5,0.3161
test1a_r2_mut_min_p0.5,0.0006
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[48310501]
test1a_b_clade_min_p0.8,0.3129
test1a_r2_clade_min_p0.8,0.0004
test1a_b_mut_min_p0.8,0.3690
test1a_r2_mut_min_p0.8,0.0006
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[48310501]
test1a_b_clade_min_p0.9,0.3363
test1a_r2_clade_min_p0.9,0.0004
test1a_b_mut_min_p0.9,0.3966
test1a_r2_mut_min_p0.9,0.0006
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[48310501]
test1a_b_clade_min_p0.95,0.3556
test1a_r2_clade_min_p0.95,0.0004
test1a_b_mut_min_p0.95,0.4194
test1a_r2_mut_min_p0.95,0.0006
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[48310501]
test1b_b_min,0.0368
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.4807
