Variable,Value
snp1,chr22:38523034
snp2,chr22:38555310
snp3,chr22:38449489
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5236
interaction_effect_size,0.0602
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37782395
searchrange_chr22_end,39313984
freq_snp1,0.2495
freq_snp2,0.5348
freq_S,0.0149
freq_K1,0.2346
freq_K2,0.5199
freq_O,0.2306
test1a_b_clade_min_p0.5,0.1702
test1a_r2_clade_min_p0.5,0.0042
test1a_b_mut_min_p0.5,0.1702
test1a_r2_mut_min_p0.5,0.0042
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38565139]
test1a_b_clade_min_p0.8,0.1995
test1a_r2_clade_min_p0.8,0.0042
test1a_b_mut_min_p0.8,0.1995
test1a_r2_mut_min_p0.8,0.0042
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38565139]
test1a_b_clade_min_p0.9,0.2149
test1a_r2_clade_min_p0.9,0.0042
test1a_b_mut_min_p0.9,0.2149
test1a_r2_mut_min_p0.9,0.0042
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38565139]
test1a_b_clade_min_p0.95,0.2275
test1a_r2_clade_min_p0.95,0.0042
test1a_b_mut_min_p0.95,0.2275
test1a_r2_mut_min_p0.95,0.0042
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38565139]
test1b_b_min,0.0225
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7404
