Variable,Value
snp1,chr22:45998776
snp2,chr22:46089673
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1866
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45671424
searchrange_chr22_end,46620843
freq_snp1,0.0994
freq_snp2,0.0885
freq_S,0.0477
freq_K1,0.0517
freq_K2,0.0408
freq_O,0.8598
test1a_b_clade_min_p0.5,0.3313
test1a_r2_clade_min_p0.5,0.8664
test1a_b_mut_min_p0.5,0.4000
test1a_r2_mut_min_p0.5,0.4462
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[46053005]
test1a_b_clade_min_p0.8,0.3883
test1a_r2_clade_min_p0.8,0.8664
test1a_b_mut_min_p0.8,0.4688
test1a_r2_mut_min_p0.8,0.4462
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[46053005]
test1a_b_clade_min_p0.9,0.4181
test1a_r2_clade_min_p0.9,0.8664
test1a_b_mut_min_p0.9,0.5048
test1a_r2_mut_min_p0.9,0.4462
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[46053005]
test1a_b_clade_min_p0.95,0.4427
test1a_r2_clade_min_p0.95,0.8664
test1a_b_mut_min_p0.95,0.5345
test1a_r2_mut_min_p0.95,0.4462
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[46053005]
test1b_b_min,0.0200
test2_overall_min_b,0.5116
