Variable,Value
snp1,chr22:42789833
snp2,chr22:42880533
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.5873
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40093090
searchrange_chr22_end,43666713
freq_snp1,0.1004
freq_snp2,0.0924
freq_S,0.0288
freq_K1,0.0716
freq_K2,0.0636
freq_O,0.8360
test1a_b_clade_min_p0.5,0.2521
test1a_r2_clade_min_p0.5,0.1459
test1a_b_mut_min_p0.5,0.2790
test1a_r2_mut_min_p0.5,0.1729
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[42819771]
test1a_b_clade_min_p0.8,0.2955
test1a_r2_clade_min_p0.8,0.1459
test1a_b_mut_min_p0.8,0.3271
test1a_r2_mut_min_p0.8,0.1729
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[42819771]
test1a_b_clade_min_p0.9,0.3182
test1a_r2_clade_min_p0.9,0.1459
test1a_b_mut_min_p0.9,0.3522
test1a_r2_mut_min_p0.9,0.1729
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[42819771]
test1a_b_clade_min_p0.95,0.3369
test1a_r2_clade_min_p0.95,0.1459
test1a_b_mut_min_p0.95,0.3729
test1a_r2_mut_min_p0.95,0.1729
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[42819771]
test1b_b_min,0.2420
test2_overall_min_b,0.5598
