Variable,Value
snp1,chr22:31257232
snp2,chr22:35775478
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,8.8189
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29613467
searchrange_chr22_end,35967599
freq_snp1,0.2982
freq_snp2,0.3370
freq_S,0.0984
freq_K1,0.1998
freq_K2,0.2386
freq_O,0.4632
test1a_b_clade_min_p0.5,0.7867
test1a_r2_clade_min_p0.5,0.0020
test1a_b_mut_min_p0.5,0.9966
test1a_r2_mut_min_p0.5,0.0043
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[35628089, 35551746]"
test1a_b_clade_min_p0.8,0.9221
test1a_r2_clade_min_p0.8,0.0020
test1a_b_mut_min_p0.8,1.1681
test1a_r2_mut_min_p0.8,0.0043
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[35628089, 35551746]"
test1a_b_clade_min_p0.9,0.9928
test1a_r2_clade_min_p0.9,0.0020
test1a_b_mut_min_p0.9,1.2577
test1a_r2_mut_min_p0.9,0.0043
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[35628089, 35551746]"
test1a_b_clade_min_p0.95,1.0513
test1a_r2_clade_min_p0.95,0.0020
test1a_b_mut_min_p0.95,1.3317
test1a_r2_mut_min_p0.95,0.0043
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[35628089, 35551746]"
test1b_b_min,0.6316
test2_overall_min_b,0.4701
