Variable,Value
snp1,chr22:48823279
snp2,chr22:49276798
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,9.5602
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,48657372
searchrange_chr22_end,49524560
freq_snp1,0.1113
freq_snp2,0.1113
freq_S,0.0129
freq_K1,0.0984
freq_K2,0.0984
freq_O,0.7903
test1a_b_clade_min_p0.5,0.3140
test1a_r2_clade_min_p0.5,0.3049
test1a_b_mut_min_p0.5,0.4445
test1a_r2_mut_min_p0.5,0.1522
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49362096]
test1a_b_clade_min_p0.8,0.3680
test1a_r2_clade_min_p0.8,0.3049
test1a_b_mut_min_p0.8,0.5209
test1a_r2_mut_min_p0.8,0.1522
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49362096]
test1a_b_clade_min_p0.9,0.3962
test1a_r2_clade_min_p0.9,0.3049
test1a_b_mut_min_p0.9,0.5609
test1a_r2_mut_min_p0.9,0.1522
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49362096]
test1a_b_clade_min_p0.95,0.4195
test1a_r2_clade_min_p0.95,0.3049
test1a_b_mut_min_p0.95,0.5939
test1a_r2_mut_min_p0.95,0.1522
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49362096]
test1b_b_min,0.2996
test2_overall_min_b,0.7622
