Variable,Value
snp1,chr22:32070493
snp2,chr22:36596098
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.0110
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,30110492
searchrange_chr22_end,36953264
freq_snp1,0.3091
freq_snp2,0.3072
freq_S,0.0994
freq_K1,0.2097
freq_K2,0.2078
freq_O,0.4831
test1a_b_clade_min_p0.5,0.9403
test1a_r2_clade_min_p0.5,0.0056
test1a_b_mut_min_p0.5,1.1311
test1a_r2_mut_min_p0.5,0.0037
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32619473, 32650781, 32612239]"
test1a_b_clade_min_p0.8,1.1021
test1a_r2_clade_min_p0.8,0.0056
test1a_b_mut_min_p0.8,1.3258
test1a_r2_mut_min_p0.8,0.0037
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32619473, 32650781, 32612239]"
test1a_b_clade_min_p0.9,1.1867
test1a_r2_clade_min_p0.9,0.0056
test1a_b_mut_min_p0.9,1.4275
test1a_r2_mut_min_p0.9,0.0037
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32619473, 32650781, 32612239]"
test1a_b_clade_min_p0.95,1.2565
test1a_r2_clade_min_p0.95,0.0056
test1a_b_mut_min_p0.95,1.5115
test1a_r2_mut_min_p0.95,0.0037
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32619473, 32650781, 32612239]"
test1b_b_min,0.4074
test2_overall_min_b,0.4591
