Variable,Value
snp1,chr22:35633114
snp2,chr22:36093686
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4705
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34576128
searchrange_chr22_end,36679564
freq_snp1,0.4642
freq_snp2,0.5189
freq_S,0.2505
freq_K1,0.2137
freq_K2,0.2684
freq_O,0.2674
test1a_b_clade_min_p0.5,0.9930
test1a_r2_clade_min_p0.5,0.1002
test1a_b_mut_min_p0.5,1.1814
test1a_r2_mut_min_p0.5,0.0144
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35521954]
test1a_b_clade_min_p0.8,1.1638
test1a_r2_clade_min_p0.8,0.1002
test1a_b_mut_min_p0.8,1.3847
test1a_r2_mut_min_p0.8,0.0144
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35521954]
test1a_b_clade_min_p0.9,1.2531
test1a_r2_clade_min_p0.9,0.1002
test1a_b_mut_min_p0.9,1.4909
test1a_r2_mut_min_p0.9,0.0144
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35521954]
test1a_b_clade_min_p0.95,1.3269
test1a_r2_clade_min_p0.95,0.1002
test1a_b_mut_min_p0.95,1.5787
test1a_r2_mut_min_p0.95,0.0144
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35521954]
test1b_b_min,0.1175
test2_overall_min_b,0.3661
