Variable,Value
snp1,chr22:41729132
snp2,chr22:46367627
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9814
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39862260
searchrange_chr22_end,46835145
freq_snp1,0.5000
freq_snp2,0.4891
freq_S,0.2455
freq_K1,0.2545
freq_K2,0.2435
freq_O,0.2565
test1a_b_clade_min_p0.5,1.1011
test1a_r2_clade_min_p0.5,0.0063
test1a_b_mut_min_p0.5,1.2086
test1a_r2_mut_min_p0.5,0.0077
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43624113]
test1a_b_clade_min_p0.8,1.2905
test1a_r2_clade_min_p0.8,0.0063
test1a_b_mut_min_p0.8,1.4166
test1a_r2_mut_min_p0.8,0.0077
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43624113]
test1a_b_clade_min_p0.9,1.3895
test1a_r2_clade_min_p0.9,0.0063
test1a_b_mut_min_p0.9,1.5253
test1a_r2_mut_min_p0.9,0.0077
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43624113]
test1a_b_clade_min_p0.95,1.4713
test1a_r2_clade_min_p0.95,0.0063
test1a_b_mut_min_p0.95,1.6150
test1a_r2_mut_min_p0.95,0.0077
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43624113]
test1b_b_min,0.0202
test2_overall_min_b,0.3547
